CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
712595433,"Existing Customer",58,M,2,Uneducated,Unknown,"$120K +",Blue,49,6,2,3,9788,1794,7994,0.778,1805,37,0.762,0.183
714982383,"Existing Customer",55,M,2,"High School",Married,"$60K - $80K",Blue,36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329
813814008,"Existing Customer",53,F,1,"High School",Married,"Less than $40K",Blue,48,6,3,2,2324,1576,748,0.728,1272,37,1.312,0.678
794545983,"Existing Customer",57,M,2,Graduate,Married,"$80K - $120K",Blue,40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,0.162
708288108,"Attrited Customer",43,M,4,Post-Graduate,Unknown,"$80K - $120K",Blue,30,2,5,3,5639,1547,4092,1.087,647,15,0.364,0.274
715585158,"Existing Customer",58,M,1,Graduate,Married,"$60K - $80K",Blue,46,3,3,2,10021,1617,8404,0.578,1275,25,0.667,0.161
810449883,"Existing Customer",64,M,0,Unknown,Married,"Less than $40K",Blue,56,6,1,0,2215,1915,300,0.794,1270,27,0.588,0.865
789863208,"Existing Customer",54,F,2,Graduate,Married,"Less than $40K",Blue,44,3,2,3,2027,1480,547,0.979,1702,37,0.947,0.73
715022133,"Existing Customer",53,M,2,Graduate,Married,"$60K - $80K",Blue,47,6,2,2,6363,1162,5201,0.644,1256,26,1,0.183
712506708,"Existing Customer",39,F,3,College,Single,"Less than $40K",Blue,25,6,1,2,3920,2008,1912,0.944,3178,53,0.656,0.512
715699983,"Existing Customer",56,M,3,"High School",Married,"$60K - $80K",Blue,36,5,1,3,9226,1233,7993,1.521,1626,29,1.636,0.134
818942433,"Existing Customer",54,F,4,Unknown,Divorced,"Less than $40K",Blue,49,6,1,1,9376,1288,8088,0.597,1562,33,0.5,0.137
712459233,"Existing Customer",59,F,1,Post-Graduate,Married,"$40K - $60K",Blue,46,5,3,3,1944,1346,598,1.052,1960,57,0.727,0.692
716545383,"Existing Customer",42,M,3,Uneducated,Single,"$40K - $60K",Blue,36,3,1,0,9599,1554,8045,1.087,1154,38,1.235,0.162
721144383,"Existing Customer",42,M,4,Graduate,Married,"$60K - $80K",Silver,28,5,1,2,28202,843,27359,0.637,1629,38,0.727,0.03
821837958,"Existing Customer",43,M,3,College,Unknown,"$80K - $120K",Blue,39,3,3,1,24850,1662,23188,0.693,1226,25,0.923,0.067
804359133,"Existing Customer",55,M,0,"High School",Married,"$120K +",Blue,49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,0.587
713308683,"Existing Customer",52,M,1,Uneducated,Single,"$80K - $120K",Blue,37,5,2,2,2733,1306,1427,0.791,1139,39,0.444,0.478
788780958,"Existing Customer",46,M,1,Uneducated,Unknown,"$40K - $60K",Blue,27,6,3,3,12781,1253,11528,0.638,1073,21,0.4,0.098
717354558,"Attrited Customer",57,M,2,Uneducated,Married,"$120K +",Blue,40,3,3,3,3106,1120,1986,1.045,683,17,0.7,0.361
798473808,"Existing Customer",48,M,3,College,Married,"$80K - $120K",Blue,42,3,3,0,7477,0,7477,0.511,1159,32,0.684,0
712372158,"Existing Customer",45,M,4,Unknown,Married,"$120K +",Blue,33,6,1,3,34516,2086,32430,0.986,1859,47,0.958,0.06
715192308,"Existing Customer",48,M,2,"High School",Married,"$120K +",Blue,36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,0.07
708813033,"Existing Customer",47,M,1,Graduate,Single,"$40K - $60K",Blue,36,5,3,0,6509,2033,4476,0.83,1409,37,0.37,0.312
714639783,"Attrited Customer",42,M,3,College,Married,"$60K - $80K",Blue,34,3,3,3,13450,0,13450,0.742,1000,18,0.059,0
709311633,"Existing Customer",41,M,2,Graduate,Unknown,"$60K - $80K",Silver,36,6,2,0,27000,0,27000,0.61,1209,39,0.3,0
709470858,"Existing Customer",51,M,4,College,Married,"$120K +",Silver,31,5,2,1,34516,1254,33262,0.869,1366,25,0.786,0.036
717292758,"Existing Customer",55,F,2,Graduate,Single,"Less than $40K",Blue,47,5,3,2,6347,0,6347,0.466,1161,44,0.375,0
779241783,"Existing Customer",67,M,1,Uneducated,Married,"$40K - $60K",Blue,49,4,3,2,3106,1675,1431,0.781,1512,38,0.407,0.539
715205358,"Existing Customer",39,M,1,Graduate,Married,"$60K - $80K",Blue,31,4,1,1,2536,913,1623,1.059,1750,35,1.333,0.36
778871508,"Existing Customer",54,M,3,Post-Graduate,Single,"$60K - $80K",Blue,35,6,3,0,13048,1954,11094,1.139,1170,24,0.846,0.15
779462433,"Existing Customer",55,F,2,Unknown,Married,"Less than $40K",Blue,37,3,3,1,2453,968,1485,1.081,2218,50,0.613,0.395
710147958,"Existing Customer",47,M,3,"High School",Married,"$40K - $60K",Silver,36,3,2,2,16138,1249,14889,1.01,1198,33,0.833,0.077
709864833,"Existing Customer",49,M,2,Post-Graduate,Married,"$60K - $80K",Blue,38,3,2,0,8077,1965,6112,0.637,1329,26,0.444,0.243
778868958,"Attrited Customer",42,F,2,Graduate,Married,"Less than $40K",Blue,23,3,3,3,1929,1673,256,0.835,857,36,1.118,0.867
717276708,"Existing Customer",57,M,2,Unknown,Single,"$80K - $120K",Blue,36,3,3,2,3127,2517,610,0.589,1470,30,1.143,0.805
710004933,"Existing Customer",44,M,5,Uneducated,Married,"$60K - $80K",Blue,36,3,3,2,8645,1454,7191,0.708,1435,25,1.778,0.168
753606108,"Existing Customer",56,M,3,Unknown,Single,"$60K - $80K",Blue,49,3,1,3,1438,0,1438,0.503,1093,22,0.833,0
710940183,"Attrited Customer",49,F,3,Graduate,Married,"Less than $40K",Blue,38,6,3,2,2185,0,2185,0.727,715,20,0.818,0
718927533,"Existing Customer",45,M,3,Graduate,Single,"$80K - $120K",Blue,32,5,2,2,24487,2517,21970,0.912,1512,42,0.909,0.103
719337408,"Existing Customer",63,M,0,"High School",Married,"$60K - $80K",Blue,36,6,2,3,2567,0,2567,1.636,2399,43,0.955,0
772308408,"Existing Customer",44,M,3,Graduate,Single,"$80K - $120K",Blue,33,6,3,3,4131,785,3346,0.543,906,22,1.2,0.19
712981383,"Existing Customer",44,F,4,College,Married,"Less than $40K",Silver,37,3,2,2,10790,1930,8860,0.75,1052,16,1.286,0.179
790099758,"Existing Customer",40,M,3,"High School",Married,"$40K - $60K",Blue,33,4,3,3,6884,1001,5883,0.786,975,11,0.833,0.145
709547658,"Attrited Customer",39,M,2,Uneducated,Single,"$60K - $80K",Blue,36,5,3,3,13961,1299,12662,0.842,783,20,0.667,0.093
778770783,"Existing Customer",42,M,4,"High School",Married,"$80K - $120K",Blue,30,6,1,0,29801,1916,27885,0.781,990,21,0.909,0.064
713134458,"Existing Customer",54,M,3,"High School",Married,"$120K +",Blue,43,4,1,1,13219,0,13219,0.576,1097,24,0.5,0
712159083,"Attrited Customer",58,F,4,Unknown,Married,"Less than $40K",Blue,46,2,3,3,2536,0,2536,0.917,901,35,0.522,0
713639958,"Existing Customer",46,F,4,Graduate,Divorced,"Less than $40K",Blue,36,5,3,1,9478,820,8658,0.64,1327,41,0.864,0.087
771180033,"Existing Customer",47,F,4,Unknown,Divorced,"$40K - $60K",Blue,34,6,1,2,3502,1851,1651,2.023,1814,31,0.722,0.529
717916758,"Existing Customer",67,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509,2388,8121,0.777,1365,34,1.429,0.227
711089733,"Existing Customer",50,F,2,College,Divorced,"Less than $40K",Blue,36,3,3,0,1491,0,1491,0.876,1058,34,0.889,0
716988633,"Existing Customer",55,M,0,"High School",Divorced,"$60K - $80K",Blue,46,6,1,2,9734,0,9734,0.785,1476,38,0.9,0
779031033,"Existing Customer",46,F,2,Graduate,Married,"$40K - $60K",Blue,22,6,1,3,2305,1627,678,0.747,1230,36,0.565,0.706
716302383,"Existing Customer",47,F,4,Uneducated,Married,"$40K - $60K",Blue,36,3,1,3,14241,2081,12160,0.909,1581,44,0.833,0.146
718281408,"Existing Customer",36,F,2,Unknown,Married,"$40K - $60K",Blue,25,3,1,2,4789,1257,3532,1.134,1534,29,0.933,0.262
721333233,"Existing Customer",40,M,4,Doctorate,Divorced,"$60K - $80K",Blue,34,4,2,3,23138,1727,21411,0.693,1612,39,1.438,0.075
794496033,"Existing Customer",57,M,2,Unknown,Single,"$80K - $120K",Blue,38,6,1,3,23008,2280,20728,0.674,1302,36,0.636,0.099
710519433,"Existing Customer",48,M,1,Unknown,Divorced,"$80K - $120K",Blue,36,3,1,0,3131,2517,614,0.602,1439,40,0.481,0.804
814995933,"Existing Customer",58,F,3,Graduate,Married,"Less than $40K",Blue,53,5,3,2,5798,1794,4004,0.564,1724,45,0.452,0.309
721469433,"Existing Customer",48,M,3,Graduate,Single,"$40K - $60K",Blue,36,5,2,3,6880,1390,5490,1.205,1784,35,0.944,0.202
788386908,"Existing Customer",48,M,3,Graduate,Unknown,"$80K - $120K",Platinum,41,3,2,2,34516,1531,32985,0.862,1156,29,1.071,0.044
717198633,"Existing Customer",53,F,2,College,Married,"$40K - $60K",Blue,34,6,2,1,2075,1469,606,1.322,2556,49,1.13,0.708
767695083,"Existing Customer",50,M,2,Graduate,Married,"$80K - $120K",Blue,44,3,3,0,4589,0,4589,0.845,1590,37,0.37,0
711791583,"Attrited Customer",52,F,1,Graduate,Single,"Less than $40K",Blue,40,1,2,2,2317,0,2317,1.005,884,19,0.727,0
712315683,"Attrited Customer",53,F,2,Uneducated,Single,"Less than $40K",Blue,45,1,1,1,1981,1518,463,1.019,973,25,0.923,0.766
710038008,"Existing Customer",56,F,1,Graduate,Single,"$40K - $60K",Blue,47,3,2,1,6038,0,6038,0.741,1447,30,0.875,0
789129033,"Existing Customer",44,M,5,Unknown,Single,"$80K - $120K",Blue,32,5,3,2,14910,877,14033,0.772,1150,26,0.625,0.059
718349058,"Existing Customer",49,M,3,"High School",Married,"$80K - $120K",Blue,39,3,3,2,29659,1143,28516,0.512,1193,21,0.615,0.039
789842283,"Attrited Customer",54,M,2,Graduate,Married,"$60K - $80K",Blue,42,3,3,2,4320,0,4320,0.967,706,21,0.5,0
714513033,"Existing Customer",39,F,1,Unknown,Single,"$40K - $60K",Blue,36,6,1,3,11213,0,11213,0.563,1257,23,0.643,0
714717483,"Existing Customer",39,F,3,Uneducated,Divorced,Unknown,Blue,29,5,1,2,26181,0,26181,0.913,1303,35,0.75,0
714900408,"Existing Customer",41,F,4,"High School",Single,"Less than $40K",Blue,31,3,1,0,5773,0,5773,0.67,1306,39,0.5,0
719418933,"Attrited Customer",53,M,2,Uneducated,Married,"$80K - $120K",Blue,36,1,3,3,4503,0,4503,0.659,748,20,0.429,0
720115683,"Existing Customer",47,M,3,Uneducated,Married,"$80K - $120K",Blue,36,6,2,2,29770,1565,28205,0.674,1774,42,2,0.053
779504058,"Existing Customer",46,F,2,Post-Graduate,Married,"Less than $40K",Blue,28,5,1,1,5014,1910,3104,0.863,1209,25,1.5,0.381
795979833,"Existing Customer",53,F,1,"High School",Married,"Less than $40K",Blue,47,6,1,2,3445,1074,2371,0.67,1074,31,0.632,0.312
717392358,"Existing Customer",60,M,1,Graduate,Married,"$80K - $120K",Blue,50,6,2,2,23412,1078,22334,0.79,1786,50,0.786,0.046
718640508,"Existing Customer",59,F,0,Graduate,Single,"Less than $40K",Blue,46,4,1,2,3044,1611,1433,0.74,1456,36,0.714,0.529
803366358,"Existing Customer",38,M,1,Unknown,Single,"$60K - $80K",Blue,29,5,2,1,14596,2192,12404,0.898,1300,25,1.083,0.15
709230708,"Existing Customer",56,M,4,Uneducated,Single,"Less than $40K",Blue,36,3,2,2,3864,1654,2210,0.491,1470,42,0.235,0.428
781794708,"Attrited Customer",35,M,3,Post-Graduate,Unknown,"$80K - $120K",Blue,29,2,1,3,17030,1911,15119,0.528,715,25,0.562,0.112
801383808,"Existing Customer",50,M,3,Graduate,Single,"$60K - $80K",Blue,44,4,2,3,23090,839,22251,1.326,1198,24,1,0.036
710677608,"Existing Customer",53,M,2,Post-Graduate,Unknown,"$80K - $120K",Blue,36,4,2,0,29205,1208,27997,0.957,1556,43,1.048,0.041
708217758,"Existing Customer",63,M,2,Graduate,Married,"$60K - $80K",Blue,49,5,2,3,14035,2061,11974,2.271,1606,30,1.5,0.147
714272658,"Attrited Customer",43,F,2,Uneducated,Single,"Less than $40K",Blue,24,2,3,2,2962,2517,445,1.046,929,31,0.409,0.85
717469158,"Existing Customer",46,M,2,Unknown,Married,"$80K - $120K",Blue,30,6,3,0,18578,1385,17193,0.565,1606,54,0.421,0.075
711864783,"Existing Customer",61,M,1,Uneducated,Single,"$60K - $80K",Blue,46,5,3,2,2201,1138,1063,0.675,1199,32,0.6,0.517
719407983,"Existing Customer",37,F,0,Post-Graduate,Married,"Less than $40K",Blue,25,4,3,2,2061,1483,578,1.362,2400,60,0.622,0.72
710665533,"Existing Customer",42,F,5,Doctorate,Married,Unknown,Blue,23,4,2,2,24602,1660,22942,0.588,1337,44,0.76,0.067
716804283,"Existing Customer",41,M,2,Uneducated,Divorced,"$120K +",Blue,29,3,2,2,15911,896,15015,0.954,1270,33,0.833,0.056
767294658,"Attrited Customer",56,M,2,College,Single,"$120K +",Blue,50,2,2,3,16867,0,16867,0.885,654,14,0.4,0
709122483,"Existing Customer",56,M,3,Graduate,Married,"$60K - $80K",Blue,37,3,3,0,2783,1526,1257,0.942,1909,54,0.688,0.548
708241233,"Attrited Customer",52,F,3,Post-Graduate,Single,"Less than $40K",Blue,47,3,3,2,2972,0,2972,1.035,922,25,0.562,0
717860358,"Existing Customer",40,F,3,"High School",Single,"$40K - $60K",Blue,36,5,3,2,5124,2235,2889,0.542,1158,42,0.355,0.436
789337233,"Existing Customer",63,M,1,Graduate,Married,"$40K - $60K",Blue,53,6,6,2,2880,2362,518,0.89,1323,26,0.444,0.82
720902133,"Existing Customer",58,M,1,"High School",Single,"$40K - $60K",Blue,46,4,1,0,5579,0,5579,0.481,1025,35,0.667,0
721043058,"Existing Customer",58,M,4,Unknown,Married,"$60K - $80K",Blue,44,5,1,3,12010,2149,9861,0.801,1700,35,1.5,0.179
711870333,"Existing Customer",46,M,2,Uneducated,Divorced,"$80K - $120K",Blue,36,6,3,3,34516,1597,32919,0.858,1628,51,1.217,0.046
708398283,"Existing Customer",37,F,1,Graduate,Married,"$40K - $60K",Blue,29,5,2,2,4394,885,3509,1.04,1377,32,0.684,0.201
715878183,"Existing Customer",46,M,4,Graduate,Single,"$80K - $120K",Blue,35,4,3,3,18325,723,17602,0.815,1517,33,0.65,0.039
719451483,"Existing Customer",46,F,4,Post-Graduate,Married,"Less than $40K",Blue,37,5,3,2,3773,1972,1801,0.783,1528,25,1.083,0.523
709110633,"Existing Customer",41,M,1,Graduate,Single,"$80K - $120K",Blue,29,5,1,3,21684,1748,19936,0.715,1329,24,0.6,0.081
721059033,"Existing Customer",48,F,3,"High School",Divorced,"$40K - $60K",Blue,40,4,1,2,1919,774,1145,0.965,1505,33,0.737,0.403
779912283,"Existing Customer",49,F,3,Graduate,Single,"$40K - $60K",Blue,33,5,3,2,9995,1713,8282,0.96,1172,38,0.462,0.171
717701733,"Existing Customer",44,M,2,Graduate,Married,"$80K - $120K",Blue,35,3,2,2,11910,2098,9812,1.16,1646,39,1.294,0.176
709913733,"Existing Customer",39,F,3,College,Married,"Less than $40K",Blue,36,4,2,0,2279,1529,750,1.26,1693,32,1.286,0.671
718768158,"Existing Customer",57,M,1,College,Single,"$40K - $60K",Blue,48,3,1,2,3539,0,3539,0.781,1336,23,0.211,0
721375308,"Existing Customer",48,M,3,"High School",Married,"$80K - $120K",Blue,36,5,1,3,30579,1351,29228,0.759,1289,19,0.727,0.044
711374283,"Existing Customer",47,M,3,"High School",Single,"$80K - $120K",Blue,42,4,1,0,24480,1923,22557,0.505,1416,32,0.778,0.079
822893133,"Existing Customer",56,F,1,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561,0,17561,0.94,1608,33,1.2,0
778465533,"Existing Customer",54,F,0,College,Married,"Less than $40K",Blue,40,3,1,2,1638,0,1638,0.75,1885,51,0.545,0
712138983,"Existing Customer",54,M,1,Graduate,Married,"$60K - $80K",Blue,36,3,3,2,2947,2216,731,0.76,1744,53,0.606,0.752
716920908,"Existing Customer",52,M,4,"High School",Married,"$80K - $120K",Blue,42,6,1,0,5738,1112,4626,1.519,1922,48,0.655,0.194
708095133,"Existing Customer",43,M,4,Unknown,Unknown,"$120K +",Blue,34,5,2,2,33304,1833,31471,0.428,1448,29,0.381,0.055
711195558,"Existing Customer",59,M,1,College,Single,"$40K - $60K",Blue,48,6,3,3,7251,1603,5648,0.591,1300,36,0.8,0.221
772735758,"Existing Customer",44,M,1,Unknown,Married,Unknown,Blue,34,6,2,0,2885,1895,990,0.387,1366,31,0.632,0.657
712024908,"Existing Customer",56,F,1,College,Married,"Less than $40K",Blue,36,6,2,3,2641,1257,1384,0.891,1439,39,1.053,0.476
